Quarter,Quarter Label,Economy,Economy Label,"Growth rate, year-on-year","Growth rate, year-on-year Footnote",Growth rate (over previous period),Growth rate (over previous period) Footnote,Index (Maximum Q1 2006=100),Index (Maximum Q1 2006=100) Footnote,Ranking per quarter,Ranking per quarter Footnote
2013Q02,"Q2 2013",044,"Bahamas",3.9137,,0.28134,,25.6539,,51,
2013Q02,"Q2 2013",048,"Bahrain",38.73803,,5.75801,,23.16026,,54,
2013Q02,"Q2 2013",050,"Bangladesh",-5.27718,,-1.50754,,7.54323,,126,
2013Q02,"Q2 2013",052,"Barbados",0.19673,,-1.40685,,7.49451,,129,
2013Q02,"Q2 2013",056,"Belgium",0.50273,,-0.68372,,78.14673,,8,
2013Q02,"Q2 2013",060,"Bermuda",0,,0,,1.61598,,173,
2013Q02,"Q2 2013",076,"Brazil",-0.77515,,1.4194,,34.14743,,40,
2013Q02,"Q2 2013",084,"Belize",2.4795,,0.06961,,8.00922,,124,
2013Q02,"Q2 2013",090,"Solomon Islands",8.51899,,7.99395,,8.76829,,112,
2013Q02,"Q2 2013",092,"British Virgin Islands",0,,0,,3.88177,,161,
2013Q02,"Q2 2013",096,"Brunei Darussalam",10.61874,,0,,4.96461,,152,
2013Q02,"Q2 2013",100,"Bulgaria",-5.62494,,0.1369,,6.24211,,139,
2013Q02,"Q2 2013",104,"Myanmar",10.6257,,-7.62594,,6.93077,,133,
2013Q02,"Q2 2013",116,"Cambodia",69.69077,,4.86599,,5.99878,,142,
2013Q02,"Q2 2013",120,"Cameroon",13.39221,,-2.19094,,16.6048,,74,
2013Q02,"Q2 2013",124,"Canada",4.02765,,1.52524,,35.92044,,36,
2013Q02,"Q2 2013",132,"Cabo Verde",-22.4877,,-23.24278,,4.18344,,159,
2013Q02,"Q2 2013",136,"Cayman Islands",0,,0,,2.0088,,171,
2013Q02,"Q2 2013",144,"Sri Lanka",-1.39104,,-1.58896,,40.08041,,30,
2013Q02,"Q2 2013",152,"Chile",1.21126,,0.68348,,28.62714,,46,
2013Q02,"Q2 2013",156,"China",0.70712,,0.11324,,131.45046,,1,
2013Q02,"Q2 2013",158,"China, Taiwan Province of",2.16654,,1.80485,,58.63396,,16,
2013Q02,"Q2 2013",170,"Colombia",3.38862,,-0.45808,,35.71523,,37,
2013Q02,"Q2 2013",174,"Comoros",-8.55197,,-3.77018,,5.81712,,144,
2013Q02,"Q2 2013",175,"Mayotte",-10.21112,,0.18784,,6.21334,,140,
2013Q02,"Q2 2013",178,"Congo",16.60879,,0.48129,,17.26892,,72,
2013Q02,"Q2 2013",180,"Congo, Dem. Rep. of the",11.14688,,-0.82039,,8.45281,,116,
2013Q02,"Q2 2013",184,"Cook Islands",58.13155,,-5.89693,,2.4038,,168,
2013Q02,"Q2 2013",188,"Costa Rica",-0.04622,,0.07788,,18.2118,,70,
2013Q02,"Q2 2013",191,"Croatia",-5.01461,,0.70645,,18.56003,,69,
2013Q02,"Q2 2013",192,"Cuba",-9.60972,,0.01844,,9.15264,,107,
2013Q02,"Q2 2013",196,"Cyprus",-5.95054,,0.75729,,16.74083,,73,
2013Q02,"Q2 2013",204,"Benin",-8.50577,,0.16835,,14.40942,,79,
2013Q02,"Q2 2013",208,"Denmark",3.59675,,-0.26224,,39.02307,,32,
2013Q02,"Q2 2013",212,"Dominica",19.34821,,-4.95819,,5.12698,,150,
2013Q02,"Q2 2013",214,"Dominican Republic",8.78732,,0.61157,,28.02459,,47,
2013Q02,"Q2 2013",218,"Ecuador",12.11566,,-0.31845,,21.97557,,58,
2013Q02,"Q2 2013",222,"El Salvador",4.58781,,-0.0559,,8.3322,,118,
2013Q02,"Q2 2013",226,"Equatorial Guinea",-2.17321,,-10.58117,,8.12332,,122,
2013Q02,"Q2 2013",233,"Estonia",5.52262,,-0.06849,,8.31789,,120,
2013Q02,"Q2 2013",234,"Faroe Islands",-5.49241,,-5.51086,,4.30612,,158,
2013Q02,"Q2 2013",242,"Fiji",15.49022,,1.73203,,12.55828,,87,
2013Q02,"Q2 2013",246,"Finland",0.97166,,1.46375,,14.9779,,78,
2013Q02,"Q2 2013",251,"France",9.84102,,0.27751,,67.26957,,13,
2013Q02,"Q2 2013",254,"French Guiana",0.16723,,0,,5.40533,,148,
2013Q02,"Q2 2013",258,"French Polynesia",-4.92469,,-12.90036,,10.11371,,100,
2013Q02,"Q2 2013",262,"Djibouti",6.2482,,1.77314,,19.48745,,67,
2013Q02,"Q2 2013",266,"Gabon",1.19462,,4.22613,,12.33946,,89,
2013Q02,"Q2 2013",268,"Georgia",-10.83622,,1.06184,,5.35877,,149,
2013Q02,"Q2 2013",270,"Gambia",26.71408,,-10.26492,,10.60896,,98,
2013Q02,"Q2 2013",276,"Germany",0.29161,,1.27019,,79.77426,,7,
2013Q02,"Q2 2013",288,"Ghana",4.84765,,1.17052,,20.29984,,63,
2013Q02,"Q2 2013",292,"Gibraltar",-59.31973,,0,,1.35195,,175,
2013Q02,"Q2 2013",296,"Kiribati",36.24225,,0,,5.10916,,151,
2013Q02,"Q2 2013",300,"Greece",3.89747,,0.45043,,40.92816,,29,
2013Q02,"Q2 2013",304,"Greenland",,,0,,1.89044,,172,
2013Q02,"Q2 2013",308,"Grenada",5.78234,,1.31257,,7.64065,,125,
2013Q02,"Q2 2013",312,"Guadeloupe",-0.66167,,-0.17962,,10.95808,,96,
2013Q02,"Q2 2013",316,"Guam",7.36397,,-1.51948,,8.82619,,110,
2013Q02,"Q2 2013",320,"Guatemala",38.39512,,32.88006,,19.83905,,66,
2013Q02,"Q2 2013",324,"Guinea",-1.16637,,-3.36608,,10.03566,,101,
2013Q02,"Q2 2013",328,"Guyana",5.64984,,-0.03352,,8.65414,,114,
2013Q02,"Q2 2013",332,"Haiti",5.03995,,-7.12488,,8.55743,,115,
2013Q02,"Q2 2013",340,"Honduras",11.23973,,0.7068,,13.79245,,81,
2013Q02,"Q2 2013",344,"China, Hong Kong SAR",2.4755,,1.41214,,93.31067,,3,
2013Q02,"Q2 2013",352,"Iceland",1.43978,,-0.12844,,4.94171,,153,
2013Q02,"Q2 2013",356,"India",7.1484,,-0.90322,,46.27958,,21,
2013Q02,"Q2 2013",360,"Indonesia",3.34673,,1.83829,,35.35291,,38,
2013Q02,"Q2 2013",364,"Iran (Islamic Republic of)",-2.30005,,-2.84173,,22.68391,,55,
2013Q02,"Q2 2013",368,"Iraq",12.64632,,-1.32184,,6.30224,,138,
2013Q02,"Q2 2013",372,"Ireland",-5.86134,,2.86883,,11.33804,,93,
2013Q02,"Q2 2013",376,"Israel",8.69776,,1.17607,,31.31123,,41,
2013Q02,"Q2 2013",380,"Italy",-1.41971,,1.16556,,62.07992,,15,
2013Q02,"Q2 2013",384,"Côte d'Ivoire",15.283,,2.32576,,20.46388,,60,
2013Q02,"Q2 2013",388,"Jamaica",13.65118,,-1.91337,,26.71153,,50,
2013Q02,"Q2 2013",392,"Japan",-0.48049,,-1.41875,,67.76886,,12,
2013Q02,"Q2 2013",400,"Jordan",-2.55251,,0.12745,,20.18577,,64,
2013Q02,"Q2 2013",404,"Kenya",-4.50643,,5.67876,,13.51639,,84,
2013Q02,"Q2 2013",410,"Korea, Republic of",2.01381,,-0.49556,,89.6735,,4,
2013Q02,"Q2 2013",414,"Kuwait",4.6104,,-11.79034,,9.91318,,102,
2013Q02,"Q2 2013",422,"Lebanon",0.8542,,1.55621,,35.08888,,39,
2013Q02,"Q2 2013",428,"Latvia",-6.6664,,2.47191,,7.45701,,130,
2013Q02,"Q2 2013",430,"Liberia",1.49474,,4.72764,,7.17693,,131,
2013Q02,"Q2 2013",434,"Libya",81.58767,,-0.51326,,12.48447,,88,
2013Q02,"Q2 2013",440,"Lithuania",-12.53938,,-0.52494,,11.45117,,92,
2013Q02,"Q2 2013",450,"Madagascar",2.60525,,2.40094,,12.95638,,86,
2013Q02,"Q2 2013",458,"Malaysia",1.29606,,0.63188,,87.18425,,5,
2013Q02,"Q2 2013",462,"Maldives",187.1035,,-3.09187,,7.53551,,127,
2013Q02,"Q2 2013",470,"Malta",14.36209,,-0.0636,,42.43186,,27,
2013Q02,"Q2 2013",474,"Martinique",1.17906,,1.59452,,9.64571,,105,
2013Q02,"Q2 2013",478,"Mauritania",-2.7538,,-8.75637,,6.48681,,135,
2013Q02,"Q2 2013",480,"Mauritius",16.29993,,0.30895,,28.90355,,45,
2013Q02,"Q2 2013",484,"Mexico",6.30181,,1.35492,,39.20194,,31,
2013Q02,"Q2 2013",498,"Moldova, Republic of",-33.92278,,-4.50421,,0.60318,,176,
2013Q02,"Q2 2013",499,"Montenegro",-23.95263,,12.86984,,3.46484,,166,
2013Q02,"Q2 2013",504,"Morocco",6.37913,,0.94609,,51.85229,,18,
2013Q02,"Q2 2013",508,"Mozambique",3.8766,,4.89946,,13.67449,,82,
2013Q02,"Q2 2013",512,"Oman",3.41011,,0.24343,,42.57636,,26,
2013Q02,"Q2 2013",516,"Namibia",2.87649,,-4.14965,,15.15607,,76,
2013Q02,"Q2 2013",528,"Netherlands",-2.41891,,-0.95798,,77.44018,,9,
2013Q02,"Q2 2013",531,"Curaçao",13.6245,,-0.04517,,9.71681,,104,
2013Q02,"Q2 2013",533,"Aruba",0.61482,,-1.30639,,8.3255,,119,
2013Q02,"Q2 2013",534,"Sint Maarten (Dutch part)",-2.72261,,-2.72617,,8.8235,,111,
2013Q02,"Q2 2013",535,"Bonaire, Sint Eustatius and Saba",6.81661,,0,,4.7957,,154,
2013Q02,"Q2 2013",540,"New Caledonia",5.66881,,0.13052,,12.23011,,90,
2013Q02,"Q2 2013",548,"Vanuatu",62.16344,,40.23954,,8.4481,,117,
2013Q02,"Q2 2013",554,"New Zealand",5.15024,,-1.30567,,20.42876,,61,
2013Q02,"Q2 2013",558,"Nicaragua",14.70995,,-0.0571,,8.15711,,121,
2013Q02,"Q2 2013",566,"Nigeria",2.73417,,-0.55982,,21.26611,,59,
2013Q02,"Q2 2013",570,"Niue",31.02927,,-9.16239,,1.49341,,174,
2013Q02,"Q2 2013",574,"Norfolk Island",289.78276,,0,,2.16686,,170,
2013Q02,"Q2 2013",579,"Norway",-9.76719,,-5.71356,,10.14562,,99,
2013Q02,"Q2 2013",580,"Northern Mariana Islands",14.35059,,10.24129,,4.63666,,155,
2013Q02,"Q2 2013",583,"Micronesia (Federated States of)",-9.8258,,0,,2.22312,,169,
2013Q02,"Q2 2013",584,"Marshall Islands",34.8588,,0,,5.79093,,145,
2013Q02,"Q2 2013",585,"Palau",13.1128,,13.1128,,3.71562,,163,
2013Q02,"Q2 2013",586,"Pakistan",5.62052,,1.4818,,27.89384,,48,
2013Q02,"Q2 2013",591,"Panama",3.33956,,0.69056,,42.97377,,24,
2013Q02,"Q2 2013",598,"Papua New Guinea",11.63077,,6.45847,,9.79107,,103,
2013Q02,"Q2 2013",600,"Paraguay",772.81366,,811.72488,,9.09517,,108,
2013Q02,"Q2 2013",604,"Peru",6.13012,,2.20979,,30.52986,,43,
2013Q02,"Q2 2013",608,"Philippines",16.1946,,1.05907,,24.33174,,52,
2013Q02,"Q2 2013",616,"Poland",3.5214,,0.57465,,38.36256,,35,
2013Q02,"Q2 2013",620,"Portugal",3.34932,,-0.92713,,45.71362,,22,
2013Q02,"Q2 2013",624,"Guinea-Bissau",-14.92777,,-17.50466,,3.95378,,160,
2013Q02,"Q2 2013",626,"Timor-Leste",4.71865,,0.05359,,5.47778,,147,
2013Q02,"Q2 2013",630,"Puerto Rico",2.24386,,-6.30728,,11.06123,,94,
2013Q02,"Q2 2013",634,"Qatar",-18.30103,,-2.93179,,7.13958,,132,
2013Q02,"Q2 2013",638,"Réunion",11.4537,,-0.64363,,15.47393,,75,
2013Q02,"Q2 2013",642,"Romania",23.81326,,1.257,,22.47106,,56,
2013Q02,"Q2 2013",643,"Russian Federation",3.14574,,-0.94022,,45.13851,,23,
2013Q02,"Q2 2013",659,"Saint Kitts and Nevis",-10.06878,,-10.06878,,3.73434,,162,
2013Q02,"Q2 2013",660,"Anguilla",0,,0,,3.46127,,167,
2013Q02,"Q2 2013",662,"Saint Lucia",3.02627,,1.24886,,8.02539,,123,
2013Q02,"Q2 2013",670,"Saint Vincent and the Grenadines",0.17057,,-3.81462,,7.5227,,128,
2013Q02,"Q2 2013",678,"Sao Tome and Principe",1.97434,,2.29993,,6.72474,,134,
2013Q02,"Q2 2013",682,"Saudi Arabia",0.07305,,0.55937,,49.54327,,20,
2013Q02,"Q2 2013",686,"Senegal",-7.91682,,2.9042,,13.50319,,85,
2013Q02,"Q2 2013",690,"Seychelles",0.33759,,-0.00981,,9.05883,,109,
2013Q02,"Q2 2013",694,"Sierra Leone",67.2738,,-1.16036,,9.33729,,106,
2013Q02,"Q2 2013",702,"Singapore",0.19162,,0.88422,,94.85345,,2,
2013Q02,"Q2 2013",704,"Viet Nam",-6.65016,,-0.87291,,42.73926,,25,
2013Q02,"Q2 2013",705,"Slovenia",-1.00938,,-0.0792,,20.38248,,62,
2013Q02,"Q2 2013",706,"Somalia",,,22.53398,,4.54801,,157,
2013Q02,"Q2 2013",710,"South Africa",13.54212,,1.33138,,38.991,,33,
2013Q02,"Q2 2013",724,"Spain",0.4025,,0.94707,,70.99358,,11,
2013Q02,"Q2 2013",729,"Sudan",-1.15013,,-18.54648,,11.06019,,95,
2013Q02,"Q2 2013",740,"Suriname",16.15389,,-0.03322,,8.73453,,113,
2013Q02,"Q2 2013",752,"Sweden",-3.02665,,-0.31489,,41.23948,,28,
2013Q02,"Q2 2013",760,"Syrian Arab Republic",-2.21507,,2.6549,,15.01971,,77,
2013Q02,"Q2 2013",764,"Thailand",1.91271,,-2.03132,,38.53451,,34,
2013Q02,"Q2 2013",768,"Togo",2.52944,,0.73993,,14.2702,,80,
2013Q02,"Q2 2013",776,"Tonga",13.33864,,0,,6.35531,,137,
2013Q02,"Q2 2013",780,"Trinidad and Tobago",-3.31483,,0.03315,,20.05179,,65,
2013Q02,"Q2 2013",784,"United Arab Emirates",8.63993,,0.60983,,65.09941,,14,
2013Q02,"Q2 2013",788,"Tunisia",35.18616,,-10.57839,,10.8606,,97,
2013Q02,"Q2 2013",792,"Türkiye",4.67075,,0.95285,,51.26585,,19,
2013Q02,"Q2 2013",798,"Tuvalu",,,0,,3.62139,,164,
2013Q02,"Q2 2013",804,"Ukraine",13.93141,,1.64054,,23.97349,,53,
2013Q02,"Q2 2013",818,"Egypt",6.5581,,1.54713,,52.80527,,17,
2013Q02,"Q2 2013",834,"Tanzania, United Republic of",-0.99662,,6.01447,,13.61001,,83,
2013Q02,"Q2 2013",842,"United States of America",1.36785,,1.12805,,85.01585,,6,
2013Q02,"Q2 2013",850,"United States Virgin Islands",7.08505,,0,,5.8615,,143,
2013Q02,"Q2 2013",858,"Uruguay",3.67259,,-0.07436,,27.42842,,49,
2013Q02,"Q2 2013",862,"Venezuela (Bolivarian Rep. of)",0.99755,,-1.58975,,22.40468,,57,
2013Q02,"Q2 2013",876,"Wallis and Futuna Islands",19.38287,,0,,3.62139,,164,
2013Q02,"Q2 2013",882,"Samoa",2.40523,,0,,6.41336,,136,
2013Q02,"Q2 2013",887,"Yemen",3.84893,,2.6739,,17.39862,,71,
2013Q02,"Q2 2013",926,"United Kingdom",2.8217,,-0.22761,,77.12226,,10,
2013Q03,"Q3 2013",008,"Albania",15.5633,,18.32007,,5.41001,,149,
2013Q03,"Q3 2013",012,"Algeria",23.65163,,3.59533,,12.28697,,90,
2013Q03,"Q3 2013",016,"American Samoa",8.19397,,11.15769,,6.11259,,141,
2013Q03,"Q3 2013",024,"Angola",14.26697,,1.19194,,19.60023,,69,
2013Q03,"Q3 2013",028,"Antigua and Barbuda",31.02202,,12.85828,,6.77182,,134,
2013Q03,"Q3 2013",032,"Argentina",3.8318,,-1.17067,,30.4968,,44,
2013Q03,"Q3 2013",036,"Australia",3.01476,,2.4488,,30.65945,,42,
2013Q03,"Q3 2013",044,"Bahamas",0.27419,,-2.38782,,25.04133,,52,
2013Q03,"Q3 2013",048,"Bahrain",11.13402,,-0.3641,,23.07594,,54,
2013Q03,"Q3 2013",050,"Bangladesh",7.80628,,13.81583,,8.5854,,115,
2013Q03,"Q3 2013",052,"Barbados",5.80488,,5.5792,,7.91264,,127,
2013Q03,"Q3 2013",056,"Belgium",1.69303,,0.40638,,78.4643,,9,
2013Q03,"Q3 2013",060,"Bermuda",0,,0,,1.61598,,174,
2013Q03,"Q3 2013",076,"Brazil",1.44322,,3.82449,,35.4534,,38,
2013Q03,"Q3 2013",084,"Belize",5.60823,,4.1448,,8.34118,,119,
2013Q03,"Q3 2013",090,"Solomon Islands",11.94903,,4.39628,,9.15377,,108,
2013Q03,"Q3 2013",092,"British Virgin Islands",0,,0,,3.88177,,162,
2013Q03,"Q3 2013",096,"Brunei Darussalam",24.14922,,0.1411,,4.97162,,152,
2013Q03,"Q3 2013",100,"Bulgaria",-4.21042,,2.41318,,6.39274,,139,
2013Q03,"Q3 2013",104,"Myanmar",-4.43574,,-0.92139,,6.86691,,133,
2013Q03,"Q3 2013",116,"Cambodia",63.1286,,0.22766,,6.01244,,142,
2013Q03,"Q3 2013",120,"Cameroon",4.72246,,-5.8398,,15.63511,,78,
2013Q03,"Q3 2013",124,"Canada",9.87973,,8.0838,,38.82418,,36,
2013Q03,"Q3 2013",132,"Cabo Verde",-22.4877,,0,,4.18344,,159,
2013Q03,"Q3 2013",136,"Cayman Islands",0,,0,,2.0088,,171,
2013Q03,"Q3 2013",144,"Sri Lanka",7.01087,,7.48313,,43.07968,,29,
2013Q03,"Q3 2013",152,"Chile",0.82599,,-0.0157,,28.62265,,46,
2013Q03,"Q3 2013",156,"China",3.4435,,3.80102,,136.44692,,1,
2013Q03,"Q3 2013",158,"China, Taiwan Province of",3.15736,,1.14709,,59.30655,,16,
2013Q03,"Q3 2013",170,"Colombia",6.33037,,2.04088,,36.44414,,37,
2013Q03,"Q3 2013",174,"Comoros",-8.50487,,0.0515,,5.82011,,144,
2013Q03,"Q3 2013",175,"Mayotte",-8.03432,,2.42435,,6.36398,,140,
2013Q03,"Q3 2013",178,"Congo",7.38185,,8.91589,,18.8086,,70,
2013Q03,"Q3 2013",180,"Congo, Dem. Rep. of the",8.71349,,0.31622,,8.47954,,117,
2013Q03,"Q3 2013",184,"Cook Islands",73.32178,,9.60607,,2.63471,,168,
2013Q03,"Q3 2013",188,"Costa Rica",3.4804,,2.3156,,18.63352,,71,
2013Q03,"Q3 2013",191,"Croatia",5.38811,,6.92014,,19.84441,,67,
2013Q03,"Q3 2013",192,"Cuba",-10.08312,,0.98776,,9.24305,,106,
2013Q03,"Q3 2013",196,"Cyprus",-4.16792,,-0.80686,,16.60576,,75,
2013Q03,"Q3 2013",204,"Benin",5.8342,,8.86676,,15.68707,,77,
2013Q03,"Q3 2013",208,"Denmark",16.04037,,12.58797,,43.93528,,26,
2013Q03,"Q3 2013",212,"Dominica",10.64194,,-7.29485,,4.75297,,156,
2013Q03,"Q3 2013",214,"Dominican Republic",9.38602,,1.70986,,28.50377,,47,
2013Q03,"Q3 2013",218,"Ecuador",4.50153,,1.25972,,22.2524,,57,
2013Q03,"Q3 2013",222,"El Salvador",10.11177,,0.04996,,8.33637,,120,
2013Q03,"Q3 2013",226,"Equatorial Guinea",-0.28064,,1.90846,,8.27835,,122,
2013Q03,"Q3 2013",233,"Estonia",-4.43495,,-3.17137,,8.0541,,125,
2013Q03,"Q3 2013",234,"Faroe Islands",-0.02511,,5.78504,,4.55523,,158,
2013Q03,"Q3 2013",242,"Fiji",19.71087,,9.87776,,13.79876,,83,
2013Q03,"Q3 2013",246,"Finland",15.58477,,16.5521,,17.45706,,72,
2013Q03,"Q3 2013",251,"France",12.24199,,1.47599,,68.26246,,13,
2013Q03,"Q3 2013",254,"French Guiana",-4.88398,,1.74081,,5.49943,,147,
2013Q03,"Q3 2013",258,"French Polynesia",-5.86888,,4.79295,,10.59845,,99,
2013Q03,"Q3 2013",262,"Djibouti",5.87872,,2.28196,,19.93215,,65,
2013Q03,"Q3 2013",266,"Gabon",-2.4932,,-5.41845,,11.67086,,92,
2013Q03,"Q3 2013",268,"Georgia",-4.55671,,7.1526,,5.74206,,146,
2013Q03,"Q3 2013",270,"Gambia",22.29433,,-7.13513,,9.85199,,103,
2013Q03,"Q3 2013",276,"Germany",4.07044,,4.79877,,83.60244,,7,
2013Q03,"Q3 2013",288,"Ghana",9.58163,,5.18843,,21.35308,,60,
2013Q03,"Q3 2013",292,"Gibraltar",-59.31973,,0,,1.35195,,175,
2013Q03,"Q3 2013",296,"Kiribati",36.24225,,0,,5.10916,,151,
2013Q03,"Q3 2013",300,"Greece",5.54187,,2.24959,,41.84887,,33,
2013Q03,"Q3 2013",304,"Greenland",,,0.07246,,1.89181,,172,
2013Q03,"Q3 2013",308,"Grenada",10.07314,,4.05796,,7.9507,,126,
2013Q03,"Q3 2013",312,"Guadeloupe",2.04862,,7.51592,,11.78168,,91,
2013Q03,"Q3 2013",316,"Guam",7.3645,,0.0094,,8.82702,,113,
2013Q03,"Q3 2013",320,"Guatemala",39.90814,,2.35899,,20.30705,,64,
2013Q03,"Q3 2013",324,"Guinea",5.93333,,7.27631,,10.76588,,98,
2013Q03,"Q3 2013",328,"Guyana",12.70666,,4.83427,,9.07251,,109,
2013Q03,"Q3 2013",332,"Haiti",7.1292,,1.99977,,8.72855,,114,
2013Q03,"Q3 2013",340,"Honduras",10.83843,,1.00436,,13.93097,,82,
2013Q03,"Q3 2013",344,"China, Hong Kong SAR",5.45834,,3.99218,,97.0358,,3,
2013Q03,"Q3 2013",352,"Iceland",6.55334,,5.04098,,5.19082,,150,
2013Q03,"Q3 2013",356,"India",7.80891,,-0.35658,,46.11456,,22,
2013Q03,"Q3 2013",360,"Indonesia",4.53504,,-1.01642,,34.99357,,40,
2013Q03,"Q3 2013",364,"Iran (Islamic Republic of)",-16.00477,,-12.96993,,19.74183,,68,
2013Q03,"Q3 2013",368,"Iraq",9.8161,,4.26343,,6.57093,,138,
2013Q03,"Q3 2013",372,"Ireland",-4.90312,,2.92879,,11.67011,,94,
2013Q03,"Q3 2013",376,"Israel",2.58445,,-1.91018,,30.71313,,41,
2013Q03,"Q3 2013",380,"Italy",0.17003,,0.62462,,62.46768,,15,
2013Q03,"Q3 2013",384,"Côte d'Ivoire",8.90517,,2.663,,21.00883,,61,
2013Q03,"Q3 2013",388,"Jamaica",15.50114,,0.43084,,26.82661,,50,
2013Q03,"Q3 2013",392,"Japan",8.29098,,9.191,,73.99749,,11,
2013Q03,"Q3 2013",400,"Jordan",-2.64592,,-1.61562,,19.85965,,66,
2013Q03,"Q3 2013",404,"Kenya",-2.94044,,-0.03081,,13.51223,,86,
2013Q03,"Q3 2013",410,"Korea, Republic of",4.92821,,4.72345,,93.90919,,4,
2013Q03,"Q3 2013",414,"Kuwait",12.57796,,14.7287,,11.37326,,96,
2013Q03,"Q3 2013",422,"Lebanon",0.44022,,0.76187,,35.35622,,39,
2013Q03,"Q3 2013",428,"Latvia",-6.42608,,2.67514,,7.6565,,128,
2013Q03,"Q3 2013",430,"Liberia",-0.50979,,0.46898,,7.21059,,131,
2013Q03,"Q3 2013",434,"Libya",86.90799,,8.61244,,13.55968,,85,
2013Q03,"Q3 2013",440,"Lithuania",-10.79658,,-1.46449,,11.28347,,97,
2013Q03,"Q3 2013",450,"Madagascar",4.72177,,-0.52022,,12.88897,,89,
2013Q03,"Q3 2013",458,"Malaysia",5.22702,,4.57465,,91.17263,,5,
2013Q03,"Q3 2013",462,"Maldives",-11.37085,,-5.42978,,7.12634,,132,
2013Q03,"Q3 2013",470,"Malta",17.32285,,1.47838,,43.05916,,30,
2013Q03,"Q3 2013",474,"Martinique",2.68179,,-2.18557,,9.43489,,105,
2013Q03,"Q3 2013",478,"Mauritania",25.49776,,17.10206,,7.59619,,129,
2013Q03,"Q3 2013",480,"Mauritius",19.76996,,1.45873,,29.32518,,45,
2013Q03,"Q3 2013",484,"Mexico",4.55884,,1.35639,,39.73367,,34,
2013Q03,"Q3 2013",498,"Moldova, Republic of",-33.92278,,0,,0.60318,,177,
2013Q03,"Q3 2013",499,"Montenegro",-9.74587,,18.55069,,4.10759,,160,
2013Q03,"Q3 2013",500,"Montserrat",,,,,2.75233,,167,
2013Q03,"Q3 2013",504,"Morocco",14.00096,,7.96634,,55.98302,,17,
2013Q03,"Q3 2013",508,"Mozambique",32.29227,,25.44681,,17.15421,,74,
2013Q03,"Q3 2013",512,"Oman",0.99652,,1.42851,,43.18457,,27,
2013Q03,"Q3 2013",516,"Namibia",7.17044,,6.83345,,16.19175,,76,
2013Q03,"Q3 2013",520,"Nauru",,,,,1.71593,,173,
2013Q03,"Q3 2013",528,"Netherlands",2.86413,,5.77107,,81.90931,,8,
2013Q03,"Q3 2013",531,"Curaçao",12.27434,,-0.02173,,9.7147,,104,
2013Q03,"Q3 2013",533,"Aruba",-0.57197,,0.02617,,8.32768,,121,
2013Q03,"Q3 2013",534,"Sint Maarten (Dutch part)",1.65345,,4.48389,,9.21914,,107,
2013Q03,"Q3 2013",535,"Bonaire, Sint Eustatius and Saba",6.81379,,0,,4.7957,,154,
2013Q03,"Q3 2013",540,"New Caledonia",15.33175,,9.65154,,13.4105,,87,
2013Q03,"Q3 2013",548,"Vanuatu",41.89536,,0.00982,,8.44893,,118,
2013Q03,"Q3 2013",554,"New Zealand",6.20613,,1.04855,,20.64297,,62,
2013Q03,"Q3 2013",558,"Nicaragua",14.78488,,0.06531,,8.16244,,124,
2013Q03,"Q3 2013",566,"Nigeria",4.84562,,2.64881,,21.82941,,59,
2013Q03,"Q3 2013",574,"Norfolk Island",289.78276,,0,,2.16686,,170,
2013Q03,"Q3 2013",579,"Norway",-10.00181,,-1.19202,,10.02468,,101,
2013Q03,"Q3 2013",580,"Northern Mariana Islands",14.35059,,0,,4.63666,,157,
2013Q03,"Q3 2013",583,"Micronesia (Federated States of)",-9.8258,,0,,2.22312,,169,
2013Q03,"Q3 2013",584,"Marshall Islands",34.8588,,0,,5.79093,,145,
2013Q03,"Q3 2013",585,"Palau",13.1128,,0,,3.71562,,163,
2013Q03,"Q3 2013",586,"Pakistan",3.85154,,0.54383,,28.04553,,48,
2013Q03,"Q3 2013",591,"Panama",2.67971,,0.33088,,43.11596,,28,
2013Q03,"Q3 2013",598,"Papua New Guinea",8.27283,,0.69995,,9.85961,,102,
2013Q03,"Q3 2013",600,"Paraguay",-4.26787,,-89.03178,,0.99758,,176,
2013Q03,"Q3 2013",604,"Peru",3.14847,,0.03714,,30.5412,,43,
2013Q03,"Q3 2013",608,"Philippines",15.87577,,6.33067,,25.8721,,51,
2013Q03,"Q3 2013",616,"Poland",21.01918,,15.25792,,44.21589,,25,
2013Q03,"Q3 2013",620,"Portugal",6.8263,,0.75048,,46.05669,,23,
2013Q03,"Q3 2013",624,"Guinea-Bissau",-17.59851,,0,,3.95378,,161,
2013Q03,"Q3 2013",626,"Timor-Leste",0.30585,,0.06372,,5.48127,,148,
2013Q03,"Q3 2013",630,"Puerto Rico",0.4816,,3.15028,,11.40969,,95,
2013Q03,"Q3 2013",634,"Qatar",-14.94852,,4.10349,,7.43256,,130,
2013Q03,"Q3 2013",638,"Réunion",8.83107,,-4.77905,,14.73443,,81,
2013Q03,"Q3 2013",642,"Romania",17.89682,,-0.18646,,22.42916,,56,
2013Q03,"Q3 2013",643,"Russian Federation",1.92721,,1.56878,,45.84663,,24,
2013Q03,"Q3 2013",659,"Saint Kitts and Nevis",14.5542,,27.37979,,4.7568,,155,
2013Q03,"Q3 2013",660,"Anguilla",0,,0,,3.46127,,166,
2013Q03,"Q3 2013",662,"Saint Lucia",8.94794,,5.73208,,8.48542,,116,
